Date_received,Product,Sub_product,Issue,Sub_issue,Consumer_complaint_narrative,Company_public_response,Company,State,ZIP_code,Tags,Consumer_consent_provided,Submitted_via,Date_sent_to_company,Company_response_to_consumer,Timely_response,Consumer_disputed,Complaint_ID,intent,query,response,Priority_Level,Resolution_Status,Customer_Satisfaction_Score,Agent_ID,Resolution_Time_Hours,Category,Channel_Rating,Follow_up_Required
2022-07-17 08:36:11.954390878,Debit Card,Gold,Card Unblock,Email,My bill payment is not reflecting in the system,Yes,ABC Bank,GA,10544,None,Yes,Web,2022-07-19 08:36:11.954390878,Closed,Yes,No,COMP_000902,bill_payments,My bill payment is not reflecting in the system,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Medium,Resolved,3,AGT_071,31.00857321427099,Bill Payments,5,No
2022-07-17 13:51:37.339467892,Savings Account,Platinum,Balance Inquiry,Chat,Need help calculating my loan interest I'm very frustrated.,Yes,ABC Bank,PA,65267,None,No,Mobile App,2022-07-17 13:51:37.339467892,Closed with explanation,Yes,No,COMP_000903,loan_assistance,Need help calculating my loan interest I'm very frustrated.,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Resolved,2,AGT_091,86.6281673070599,Loan Assistance,2,No
2022-07-17 19:07:02.724544908,Savings Account,MasterCard,Card Unblock,Mobile App,Need help with card activation process,Yes,XYZ Financial,OH,71264,Student,No,Web,2022-07-19 19:07:02.724544908,Closed with explanation,Yes,No,COMP_000904,card_management,Need help with card activation process,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Medium,Escalated,1,AGT_005,11.469381831581051,Card Management,2,No
2022-07-18 00:22:28.109621924,Fixed Deposit,Platinum,Bill Payment,Phone Call,Need balance information for my savings account,Yes,XYZ Financial,GA,42187,Student,Yes,Phone,2022-07-18 00:22:28.109621924,Closed with explanation,Yes,No,COMP_000905,balance_inquiry,Need balance information for my savings account,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Low,Pending,1,AGT_037,9.35705160758382,Balance Inquiry,2,Yes
2022-07-18 05:37:53.494698940,Debit Card,Platinum,Balance Inquiry,Online Issue,My payment was successful but not updated,No,Regional Credit Union,TX,80459,Older American,Yes,Web,2022-07-19 05:37:53.494698940,Closed,Yes,No,COMP_000906,bill_payments,My payment was successful but not updated,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Low,Resolved,4,AGT_018,48.713200663366266,Bill Payments,4,No
2022-07-18 10:53:18.879775954,Credit Card,Rupay,Card Unblock,Chat,I need to activate my new credit card,No,ABC Bank,OH,84089,None,Yes,Web,2022-07-20 10:53:18.879775954,Closed,Yes,No,COMP_000907,card_management,I need to activate my new credit card,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Medium,Resolved,5,AGT_100,14.824618914797242,Card Management,3,Yes
2022-07-18 16:08:44.264852970,Debit Card,Basic,Card Unblock,Phone Call,I need to verify my account balance Please help me quickly.,Yes,Digital Bank Corp,FL,85073,None,No,Mobile App,2022-07-18 16:08:44.264852970,Closed,No,No,COMP_000908,balance_inquiry,I need to verify my account balance Please help me quickly.,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Low,Resolved,2,AGT_019,0.19564665667066672,Balance Inquiry,2,No
2022-07-18 21:24:09.649929986,Credit Card,Gold,Fees,Online Issue,What's my remaining loan tenure,Yes,Regional Credit Union,MI,97420,None,Yes,Phone,2022-07-19 21:24:09.649929986,Closed,Yes,No,COMP_000909,loan_assistance,What's my remaining loan tenure,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Pending,3,AGT_043,16.305444220672534,Loan Assistance,2,No
2022-07-19 02:39:35.035007000,Car Loan,Gold,Bill Payment,Online Issue,My card is lost and I need to block it immediately Please help me quickly.,No,Regional Credit Union,TX,47702,None,Yes,Phone,2022-07-21 02:39:35.035007000,Closed,No,No,COMP_000910,card_management,My card is lost and I need to block it immediately Please help me quickly.,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Low,Resolved,2,AGT_045,12.474839889226793,Card Management,1,No
2022-07-19 07:55:00.420084016,Car Loan,Premium,Interest Rate,ATM Issue,"My loan payment is overdue, what should I do",Yes,XYZ Financial,NC,27538,None,No,Web,2022-07-20 07:55:00.420084016,Closed with explanation,Yes,Yes,COMP_000911,loan_assistance,"My loan payment is overdue, what should I do",Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Pending,2,AGT_025,19.740930474118077,Loan Assistance,1,No
2022-07-19 13:10:25.805161032,Current Account,Basic,Fees,Phone Call,Need reminder for upcoming bill payment Please help me quickly.,Yes,National Bank,MI,97691,Student,Yes,Web,2022-07-20 13:10:25.805161032,Closed with explanation,Yes,No,COMP_000912,bill_payments,Need reminder for upcoming bill payment Please help me quickly.,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,High,Resolved,1,AGT_052,7.078161495326846,Bill Payments,2,No
2022-07-19 18:25:51.190238046,Home Loan,Premium,Fees,Mobile App,The customer service was very poor I'm very frustrated.,Yes,National Bank,TX,69051,Military,Yes,Phone,2022-07-19 18:25:51.190238046,Closed with explanation,No,No,COMP_000913,complaint_management,The customer service was very poor I'm very frustrated.,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Low,Resolved,2,AGT_063,1.2337431319012149,Complaint Management,3,Yes
2022-07-19 23:41:16.575315062,Debit Card,Standard,Account Access,Email,How much money do I have in my account I've been waiting for days.,Yes,Digital Bank Corp,GA,61929,Military,Yes,Phone,2022-07-21 23:41:16.575315062,Closed,Yes,Yes,COMP_000914,balance_inquiry,How much money do I have in my account I've been waiting for days.,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Low,Resolved,5,AGT_012,28.437697705062,Balance Inquiry,3,No
2022-07-20 04:56:41.960392078,Fixed Deposit,Premium,Interest Rate,Mobile App,My card is lost and I need to block it immediately Please help me quickly.,No,National Bank,NY,38022,Older American,Yes,Phone,2022-07-20 04:56:41.960392078,Closed,Yes,No,COMP_000915,card_management,My card is lost and I need to block it immediately Please help me quickly.,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Medium,Resolved,2,AGT_082,10.268334693909273,Card Management,4,No
2022-07-20 10:12:07.345469094,Credit Card,Platinum,Bill Payment,Email,Payment failed but amount was debited,No,National Bank,PA,14206,Student,Yes,Web,2022-07-22 10:12:07.345469094,Closed with explanation,Yes,No,COMP_000916,bill_payments,Payment failed but amount was debited,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Medium,Escalated,5,AGT_066,5.545140046892933,Bill Payments,3,Yes
2022-07-20 15:27:32.730546108,Fixed Deposit,Premium,Balance Inquiry,Phone Call,I faced discrimination at your branch,No,National Bank,FL,18526,None,Yes,Web,2022-07-21 15:27:32.730546108,In progress,Yes,No,COMP_000917,complaint_management,I faced discrimination at your branch,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Escalated,5,AGT_060,38.43481537919193,Complaint Management,1,No
2022-07-20 20:42:58.115623124,Fixed Deposit,Premium,Fees,Phone Call,Need assistance with loan prepayment I've been waiting for days.,Yes,ABC Bank,OH,36850,None,Yes,Web,2022-07-20 20:42:58.115623124,Closed with explanation,Yes,No,COMP_000918,loan_assistance,Need assistance with loan prepayment I've been waiting for days.,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Resolved,5,AGT_024,18.159339860213855,Loan Assistance,3,No
2022-07-21 01:58:23.500700140,Fixed Deposit,MasterCard,Balance Inquiry,Mobile App,"My loan payment is overdue, what should I do",Yes,Digital Bank Corp,MI,72876,None,Yes,Phone,2022-07-23 01:58:23.500700140,Closed,Yes,No,COMP_000919,loan_assistance,"My loan payment is overdue, what should I do",Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Resolved,2,AGT_037,16.135183887076174,Loan Assistance,1,No
2022-07-21 07:13:48.885777154,Personal Loan,Basic,Transaction Dispute,Branch Visit,Please provide my account balance details Please help me quickly.,Yes,ABC Bank,IL,19973,Older American,Yes,Web,2022-07-22 07:13:48.885777154,Closed,Yes,No,COMP_000920,balance_inquiry,Please provide my account balance details Please help me quickly.,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Low,Resolved,2,AGT_022,14.622068895160627,Balance Inquiry,3,No
2022-07-21 12:29:14.270854170,Credit Card,Basic,Lost Card,Online Issue,"My loan payment is overdue, what should I do This is the third time I'm calling.",No,ABC Bank,GA,70734,Student,Yes,Phone,2022-07-22 12:29:14.270854170,Closed with explanation,Yes,No,COMP_000921,loan_assistance,"My loan payment is overdue, what should I do This is the third time I'm calling.",Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Resolved,4,AGT_014,19.33348872014572,Loan Assistance,4,Yes
2022-07-21 17:44:39.655931186,Home Loan,Premium,Card Unblock,Chat,"My debit card is not working, please help This is the third time I'm calling.",Yes,XYZ Financial,IL,78089,None,Yes,Phone,2022-07-23 17:44:39.655931186,Closed,Yes,No,COMP_000922,card_management,"My debit card is not working, please help This is the third time I'm calling.",Thank you for contacting us regarding card management. We will assist you with this matter promptly.,High,Resolved,4,AGT_095,15.137200785941268,Card Management,1,No
2022-07-21 23:00:05.041008200,Credit Card,Standard,Balance Inquiry,Phone Call,Payment failed but amount was debited,Yes,ABC Bank,IL,33838,None,Yes,Mobile App,2022-07-21 23:00:05.041008200,Closed,Yes,No,COMP_000923,bill_payments,Payment failed but amount was debited,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Medium,Resolved,5,AGT_017,5.719493251248412,Bill Payments,4,No
2022-07-22 04:15:30.426085216,Car Loan,Visa,Lost Card,Chat,My bill payment is not reflecting in the system,Yes,XYZ Financial,OH,96911,Older American,Yes,Web,2022-07-23 04:15:30.426085216,Closed with explanation,No,No,COMP_000924,bill_payments,My bill payment is not reflecting in the system,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,High,Escalated,2,AGT_002,11.84453301632192,Bill Payments,3,No
2022-07-22 09:30:55.811162232,Credit Card,Basic,Card Unblock,Email,Need to report my stolen credit card I've been waiting for days.,Yes,National Bank,GA,18127,None,Yes,Web,2022-07-22 09:30:55.811162232,Closed with explanation,Yes,No,COMP_000925,card_management,Need to report my stolen credit card I've been waiting for days.,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Low,Resolved,3,AGT_027,5.002230828997633,Card Management,5,No
2022-07-22 14:46:21.196239248,Personal Loan,Basic,Interest Rate,Phone Call,I need to check my account balance but cannot access online banking,No,National Bank,NC,63749,None,Yes,Mobile App,2022-07-22 14:46:21.196239248,Closed,Yes,No,COMP_000926,balance_inquiry,I need to check my account balance but cannot access online banking,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Medium,Pending,2,AGT_006,10.765464654274975,Balance Inquiry,5,No
2022-07-22 20:01:46.581316262,Home Loan,Basic,Card Unblock,Email,Want to file a formal complaint,Yes,Regional Credit Union,FL,18652,Military,No,Email,2022-07-24 20:01:46.581316262,In progress,Yes,No,COMP_000927,complaint_management,Want to file a formal complaint,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Resolved,3,AGT_067,20.17627776259753,Complaint Management,1,No
2022-07-23 01:17:11.966393278,Savings Account,Rupay,Loan Payment,Phone Call,Want to file a complaint about poor service,Yes,Regional Credit Union,OH,29098,None,Yes,Email,2022-07-25 01:17:11.966393278,Closed with explanation,Yes,No,COMP_000928,complaint_management,Want to file a complaint about poor service,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,High,Resolved,4,AGT_007,56.00609732818123,Complaint Management,5,No
2022-07-23 06:32:37.351470294,Car Loan,Rupay,Card Unblock,Mobile App,"My card was damaged, need a replacement",Yes,Regional Credit Union,NC,16511,Student,Yes,Web,2022-07-24 06:32:37.351470294,Closed,Yes,No,COMP_000929,card_management,"My card was damaged, need a replacement",Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Low,Resolved,2,AGT_018,16.718458479710556,Card Management,2,Yes
2022-07-23 11:48:02.736547308,Personal Loan,MasterCard,Bill Payment,Mobile App,Unable to see my current balance on mobile app,Yes,Digital Bank Corp,FL,66081,Older American,Yes,Email,2022-07-23 11:48:02.736547308,Closed with explanation,Yes,No,COMP_000930,balance_inquiry,Unable to see my current balance on mobile app,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Medium,Resolved,1,AGT_036,2.201357695054124,Balance Inquiry,2,No
2022-07-23 17:03:28.121624324,Fixed Deposit,Rupay,Card Block,Online Issue,Payment failed but amount was debited I've been waiting for days.,Yes,ABC Bank,NY,44723,Military,No,Mobile App,2022-07-23 17:03:28.121624324,Closed with explanation,Yes,No,COMP_000931,bill_payments,Payment failed but amount was debited I've been waiting for days.,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Medium,Resolved,4,AGT_080,57.47997183882535,Bill Payments,5,Yes
